,axis_major_length,axis_minor_length,perimeter,area,eccentricity,labels,aspect,form_factor,boundary,file,fov,well,roi
3,112.19203608585049,58.41596456862742,296.5929291125633,4999.0,0.8537529225248435,4,1.9205714895633816,0.7141203589878629,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B3ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B3ROI3,B3,3
4,97.2905428461398,88.23578095905745,309.0782104868019,6727.0,0.4212798237296131,5,1.102620068510346,0.884900648825044,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B3ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B3ROI3,B3,3
5,54.07733075350643,47.79232355383301,166.02438661763952,2028.0,0.4679075567924114,6,1.1315066255900705,0.9245577553481213,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B3ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B3ROI3,B3,3
6,105.67779109245842,68.01968864949002,290.2081528017131,5601.0,0.765318563857514,7,1.553635325163323,0.8357111930849209,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B3ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B3ROI3,B3,3
7,77.5841157347646,72.85340366887466,249.37972567696687,4432.0,0.3438496012044621,8,1.0649346746706776,0.8955448278661897,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B3ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B3ROI3,B3,3
0,66.83933348019184,31.131799659825457,167.01219330881977,1556.0,0.8849054771901083,1,2.146979429732286,0.7010081992957745,True,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
1,81.60996480133325,64.94201805743592,243.82337649086284,4119.0,0.6056109387871308,2,1.2566588973129214,0.8706647738311614,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
2,67.9177909613122,58.52285786059602,205.82337649086284,3120.0,0.5074656516186954,3,1.160534420979497,0.9254970976929128,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
3,93.13143852116485,63.619770031694976,261.4213562373095,4629.0,0.7303079354219231,4,1.4638757492327832,0.851167275207679,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
4,66.89630868521911,61.695160359327986,218.89444430272832,3149.0,0.3865926067280264,5,1.084303992332597,0.8258725788919017,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
5,91.28907703616761,69.48993904704747,304.35028842544403,4129.0,0.6485082828065154,6,1.3137020738262737,0.5601538323354345,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
6,54.4913967630701,43.286850689409164,160.95331880577405,1848.0,0.6074217205376198,7,1.258844103814702,0.8964208692895517,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
7,51.87603510453397,38.72207638444949,149.53910524340094,1572.0,0.665458588207339,8,1.3397017915435707,0.8833907556706828,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
8,70.19167315508606,48.724454238107356,195.33809511662426,2679.0,0.7198179569238192,9,1.4405840814978121,0.8822845639295989,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
9,66.58933567720318,58.565541871470735,206.40916292848976,3055.0,0.4758927487838385,10,1.1370053712358992,0.90107954977236,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
10,62.390868084773786,56.9227675105142,201.3380951166243,2759.0,0.4093947398516174,11,1.0960617484603077,0.8552826334166553,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
11,63.05868475120444,50.076209850846034,189.7228714274745,2455.0,0.6077600175212954,12,1.2592543433104706,0.8570812265653304,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
12,73.27952998660601,52.7259707824354,211.48023074035524,3024.0,0.6944733688266362,13,1.389818506879301,0.8496735512557712,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
0,66.62435577362068,54.19096162320515,197.82337649086284,2834.0,0.5817318305232494,1,1.2294366768551939,0.910027443608817,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
1,79.11838410564283,68.54132290262132,242.45079348883235,4256.0,0.4995006998996296,2,1.1543165605083032,0.909838402702047,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
2,53.40623836040843,50.22169620529378,172.36753236814715,2083.0,0.34014957483288083,3,1.0634096893521285,0.8810249458245922,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
3,76.07232160666781,44.09340155217049,278.80003589374985,1697.0,0.8148835079481617,4,1.7252540953698132,0.2743506892834311,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
4,74.378096448828,43.66634071797497,218.89444430272835,2404.0,0.8095245540211349,5,1.7033279002976025,0.6304851316786698,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
5,53.398190160924635,36.80489326897921,161.19595949289334,1401.0,0.7245201960334737,6,1.4508448583365678,0.6775474201411769,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
6,51.005214081549035,42.04206158098515,153.78174593052023,1677.0,0.5661971109607522,7,1.2131948853958616,0.8911141750329907,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
7,60.219462312651785,54.59569444520885,186.50966799187808,2580.0,0.421965001253696,8,1.1030075342861851,0.9320235197863768,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
8,62.53138754797979,58.082969650101965,197.8233764908628,2845.0,0.37042835876173785,9,1.0765873013152663,0.913559660221272,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
9,77.80105391352677,65.16809962078584,236.8944443027283,3963.0,0.5462458559624201,10,1.1938518134831657,0.8874097274918692,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
10,61.511970115358785,50.91448047840706,184.40916292848976,2453.0,0.5611463124032602,11,1.208142939638678,0.9064470068664096,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
11,67.72986769050262,63.7482877892809,216.40916292848974,3377.0,0.33781139252489906,12,1.0624578328187069,0.9061281745763979,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
12,72.59061786253822,63.77132862487843,224.06601717798213,3626.0,0.4777304196055789,13,1.138295522891446,0.9075815835342111,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
0,63.951836211019526,57.392323193172324,198.16652224137047,2878.0,0.44115602943834364,1,1.1142925160176747,0.9209585373594714,True,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
1,109.53937742908458,67.16118896055633,304.8355697996826,5574.0,0.7899869125848773,2,1.630992231144343,0.7537816237236183,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
2,72.85195538410596,62.870739443366816,224.89444430272832,3585.0,0.5052155973140641,3,1.158757731006649,0.8907207510229972,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
3,124.80062578028014,63.57818058111867,360.19090885901,5703.0,0.8605073673002376,4,1.9629474237792706,0.5523924592509347,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
4,120.17262605288046,89.5212560687666,411.60512242138304,7671.0,0.6671327693084389,5,1.3423920902156323,0.5689843286647163,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
5,150.53990358434473,43.08951561472575,359.4629867976521,4519.0,0.9581599895349998,6,3.4936550443119403,0.4394847889094031,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
6,70.73926704456034,66.74812841181053,228.20815280171308,3687.0,0.3311458322512091,7,1.0597940156183256,0.8896530875595374,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
7,65.56949073656024,56.352589985433426,202.65180361560903,2889.0,0.5112482421209242,8,1.1635577132037638,0.8840085371903454,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
8,117.49322085186581,115.01184920294719,394.3746750430836,10496.0,0.20443220475743418,9,1.0215749217677568,0.8480386550208749,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
9,123.52696391923828,85.4633612885003,394.73506473629425,7876.0,0.7220317062678333,10,1.4453791900630488,0.63519073911701,False,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
