,area,labels,file,fov,well,roi
1,371.0,2,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
2,450.0,3,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
3,43.0,4,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
4,276.0,5,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
5,199.0,6,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
6,205.0,7,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
7,606.0,8,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
0,540.0,1,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
1,303.0,2,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
0,2055.0,1,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
1,417.0,2,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
2,320.0,3,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
3,2861.0,4,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
4,134.0,5,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
5,81.0,6,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
6,371.0,7,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
7,385.0,8,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
8,240.0,9,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
9,990.0,10,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
10,265.0,11,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
0,3088.0,1,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
1,630.0,2,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
2,48.0,3,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
3,285.0,4,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
4,53.0,5,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
5,61.0,6,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
6,45.0,7,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
7,27.0,8,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
8,55.0,9,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
0,425.0,1,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI1,A3,1
1,59.0,2,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI1,A3,1
2,47.0,3,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI1,A3,1
3,30.0,4,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI1,A3,1
4,65.0,5,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/A3ROI1,A3,1
0,420.0,1,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI4,B1,4
1,403.0,2,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI4,B1,4
2,229.0,3,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI4,B1,4
3,116.0,4,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI4,B1,4
0,349.0,1,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI5,B1,5
1,269.0,2,"/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_formulations/241123_171828_jg_ve_norha_mw_encapsulation_first_try/241123_173259_Plate 1/#24B2362280_ZProj/B1ROI5,B1,5
